company_name,board_approval_date,address,board_amount,actual_benefit
Foster Poultry Farms,2016-10-28T00:00:00Z,"6648 Hwy 15, Farmerville, LA",4758547,441080.1
Foster Poultry Farms,2012-04-24T00:00:00Z,"6648 Hwy 15, Farmerville, LA",4053848,406195.57
Foster Poultry Farms,2016-10-28T00:00:00Z,"6648 Hwy 15, Farmerville, LA",4053848,406195.57
PCS Nitrogen Fertilizer LP,2012-06-26T00:00:00Z,"Hwy 30 Hwy 3115, Geismar, LA",4067821,646376.76
PCS Nitrogen Fertilizer LP,2016-12-20T00:00:00Z,"Hwy 30 Hwy 3115, Geismar, LA",4067821,646376.76
PCS Nitrogen Fertilizer LP,2012-06-26T00:00:00Z,"Hwy 30 Hwy 3115, Geismar, LA",3425593,544326.73
PCS Nitrogen Fertilizer LP,2016-12-20T00:00:00Z,"Hwy 30 Hwy 3115, Geismar, LA",3425593,544326.73
PCS Nitrogen Fertilizer LP,2012-06-26T00:00:00Z,"LA Hwy 30 & Hwy 3115, Geismar, LA",360341,55348.38
PCS Nitrogen Fertilizer LP,2016-12-20T00:00:00Z,"LA Hwy 30 & Hwy 3115, Geismar, LA",360341,55348.38
Mexichem Fluor Inc.,2012-06-26T00:00:00Z,"4990 ICI Road #B, St. Gabriel, LA",1602756,246183.32
Mexichem Fluor Inc.,2016-12-20T00:00:00Z,"4990 ICI Road #B, St. Gabriel, LA",1602756,246183.32
"GOEX Powder, Inc.",2012-06-26T00:00:00Z,"LAAP, Highway 89E, Minden, LA",215396,33580.24
"GOEX Powder, Inc.",2016-12-20T00:00:00Z,"LAAP, Highway 89E, Minden, LA",215396,33580.24
"GEO Specialty Chemicals, Inc.",2012-06-26T00:00:00Z,"1502 North Washington, Bastrop, LA",1132534,142303.27
"GEO Specialty Chemicals, Inc.",2016-12-20T00:00:00Z,"1502 North Washington, Bastrop, LA",1132534,142303.27
Louisiana Generating LLC,2012-06-26T00:00:00Z,"Highway 981, New Roads, LA",4014811,328061.73
Louisiana Generating LLC,2017-06-28T00:00:00Z,"Highway 981, New Roads, LA",4014811,328061.73
"Louisiana Fish Fry Products, LTD",2012-06-26T00:00:00Z,"5267 Plank Road, Baton Rouge, LA",387148,63647.13
"Louisiana Fish Fry Products, LTD",2016-12-20T00:00:00Z,"5267 Plank Road, Baton Rouge, LA",387148,63647.13
"ASH Industries, Inc.",2012-06-26T00:00:00Z,"1330 West Willow Street, Lafayette, LA",128659,16404.02
"ASH Industries, Inc.",2016-12-20T00:00:00Z,"1330 West Willow Street, Lafayette, LA",128659,16404.02
"Louisiana Rice Mill, LLC",2012-06-26T00:00:00Z,"102 S. 13th Street, Mermentau, LA",2539751,287753.79
"Capitol Manufacturing Co., LLC",2012-04-24T00:00:00Z,"1125 Capitol Rd., Crowley, LA",4453349,504564.44
"Capitol Manufacturing Co., LLC",2012-04-24T00:00:00Z,"1125 Capitol Rd., Crowley, LA",4206597,476607.44
"Gramercy Holdings I, LLC",2012-04-24T00:00:00Z,"1111 Airline Hwy 61, Gramercy, LA",2387868,421936.28
"Gramercy Holdings I, LLC",2017-04-26T00:00:00Z,"1111 Airline Hwy 61, Gramercy, LA",2387868,421936.28
Barriere Construction Co. LLC,2012-04-24T00:00:00Z,"407 C.C. ROAD, FRANKLINTON, LA",2069324,365886.52
International Paper Company,2012-06-26T00:00:00Z,"204 South Park Road, Lafayette, LA",435736,55556.34
International Paper Company,2017-04-26T00:00:00Z,"204 South Park Road, Lafayette, LA",435736,55556.34
International Paper Company,2012-06-26T00:00:00Z,"1212 Tolmak Street, Shreveport, LA",143995,30613.34
International Paper Company,2017-04-26T00:00:00Z,"1212 Tolmak Street, Shreveport, LA",143995,30613.34
"Shaw Alloy Piping Products, LLC",2012-06-26T00:00:00Z,"740 North Market Street, Shreveport, LA",448161,75519.35
"Shaw Alloy Piping Products, LLC",2017-06-28T00:00:00Z,"740 North Market Street, Shreveport, LA",448161,75519.35
"Shaw Alloy Piping Products, LLC",2012-06-26T00:00:00Z,"1040 Jack Wells Blvd, Shreveport, LA",89097,13409.1
"Life Water, LLC dba Mountain Brook Water",2012-06-26T00:00:00Z,"100 Avenue C, Kentwood, LA",93754,11494.24
"Boise Cascade Wood Products, LLC",2012-10-23T00:00:00Z,"140 Van Ply Road, Oakdale, LA",2004002,479557.68
"Boise Cascade Wood Products, LLC",2017-04-26T00:00:00Z,"140 Van Ply Road, Oakdale, LA",2004002,479557.68
"Hunt Forest Products, L.L.C.",2012-06-26T00:00:00Z,"1860 Hwy 524 East, Pollock, LA",3462335,909555.4
"Hunt Forest Products, L.L.C.",2017-06-28T00:00:00Z,"1860 Hwy 524 East, Pollock, LA",3462335,909555.4
"Hunt Forest Products, L.L.C.",2012-06-26T00:00:00Z,"1860 Hwy 524 East, Pollock, LA",3869368,1016482.97
Phillips 66 Company,2014-12-09T00:00:00Z,"2200 Old Spanish Trail Road, Westlake, LA",19313678,3213796.02
"Shield Pack, LLC",2012-09-24T00:00:00Z,"411 Downing Pines Road, West Monroe, LA",213681,30684.59
"Shield Pack, LLC",2016-10-28T00:00:00Z,"411 Downing Pines Road, West Monroe, LA",213681,30684.59
Georgia-Pacific Wood Products South LLC,2012-06-26T00:00:00Z,"3442 Highway 12 East, DeQuincy, LA",1176672,192974.21
Georgia-Pacific Wood Products South LLC,2017-04-26T00:00:00Z,"3442 Highway 12 East, DeQuincy, LA",1176672,192974.21
"Entergy Louisiana, LLC",2012-06-26T00:00:00Z,"30385 Crowly-Eunice Hwy., Eunice, LA",729899,82697.56
"Entergy Louisiana, LLC",2017-02-21T00:00:00Z,"30385 Crowly-Eunice Hwy., Eunice, LA",729899,82697.56
"Entergy Louisiana, LLC - Buras",2012-06-26T00:00:00Z,"35264 Hwy. 11, Buras, LA",4134952,387858.5
"Entergy Louisiana, LLC - Buras",2017-02-21T00:00:00Z,"35264 Hwy. 11, Buras, LA",4134952,387858.5
International Paper Company,2012-06-26T00:00:00Z,"4537 Highway 480, Campti, LA",4919375,700519
International Paper Company,2017-04-26T00:00:00Z,"4537 Highway 480, Campti, LA",4919375,700519
International Paper Company,2012-06-26T00:00:00Z,"4537 Highway 480, Campti, LA",4978173,708891.84
International Paper Company,2017-04-26T00:00:00Z,"4537 Highway 480, Campti, LA",4978173,708891.84
International Paper Company,2012-06-26T00:00:00Z,"4537 Highway 480, Campti, LA",4936281,702926.27
International Paper Company,2017-04-26T00:00:00Z,"4537 Highway 480, Campti, LA",4936281,702926.27
International Paper Company,2012-06-26T00:00:00Z,"4537 Highway 480, Campti, LA",4970921,707859.15
International Paper Company,2017-04-26T00:00:00Z,"4537 Highway 480, Campti, LA",4970921,707859.15
International Paper Company,2012-06-26T00:00:00Z,"4537 Highway 480, Campti, LA",4273380,608529.45
International Paper Company,2017-04-26T00:00:00Z,"4537 Highway 480, Campti, LA",4273380,608529.45
"C & C Marine and Repair, LLC",2013-02-26T00:00:00Z,"701 Engineers Road, Belle Chasse, LA",355840,33377.89
Mondi Bags USA LLC,2012-06-26T00:00:00Z,"3757 Second Street, Arcadia, LA",39226,6331.08
Mondi Bags USA LLC,2016-12-20T00:00:00Z,"3757 Second Street, Arcadia, LA",39226,6331.08
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"204 Exchange, West Monroe, LA",1009358,144943.81
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"204 Exchange, West Monroe, LA",1009358,144943.81
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4494505,645410.92
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4494505,645410.92
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4610900,662125.24
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4610900,662125.24
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",2595257,372678.91
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",2595257,372678.91
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4752538,682464.46
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4752538,682464.46
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4380659,629062.63
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4380659,629062.63
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",3766059,540806.07
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",3766059,540806.07
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",3042254,367629.5
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",3042254,367629.5
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",3181220,456823.19
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",3181220,456823.19
Graphic Packaging International Inc.,2012-06-26T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",751810,107959.92
Graphic Packaging International Inc.,2016-12-20T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",751810,107959.92
"Haynes International, Inc.",2012-06-26T00:00:00Z,"3786 Second Street, Arcadia, LA",183193,29567.35
"Haynes International, Inc.",2017-02-21T00:00:00Z,"3786 Second Street, Arcadia, LA",183193,29567.35
"Almatis Burnside, LLC",2012-06-26T00:00:00Z,"41237 Hwy 22, Burnside, LA",3279575,521124.47
"Almatis Burnside, LLC",2017-02-21T00:00:00Z,"41237 Hwy 22, Burnside, LA",3279575,521124.47
"Innophos, Inc.",2012-06-26T00:00:00Z,"10810 Highway 75, Geismar, LA",708588,112594.63
"Innophos, Inc.",2016-12-20T00:00:00Z,"10810 Highway 75, Geismar, LA",708588,112594.63
"Boise Packaging & Newsprint, LLC",2012-06-26T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",4408146,567370.46
"Boise Packaging & Newsprint, LLC",2016-10-28T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",4408146,567370.46
"Benoit Premium Threading, LLC",2012-06-26T00:00:00Z,"3400 Industrial Park Drive, Houma, LA",1076626,145162.1
"Benoit Premium Threading, LLC",2016-10-28T00:00:00Z,"3400 Industrial Park Drive, Houma, LA",1076626,145162.1
"Plastipak Packaging, Inc.",2012-06-26T00:00:00Z,"4101 Pardue Road, Pineville, LA",4180820,711779.19
"Plastipak Packaging, Inc.",2016-10-28T00:00:00Z,"4101 Pardue Road, Pineville, LA",4180820,711779.19
CITGO Petroleum Corporation,2012-06-26T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",4666032,791825.63
CITGO Petroleum Corporation,2016-12-20T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",4666032,791825.63
CITGO Petroleum Corporation,2012-06-26T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",3561942,604461.56
CITGO Petroleum Corporation,2016-12-20T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",3561942,604461.56
CITGO Petroleum Corporation,2012-06-26T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",3963066,672532.3
CITGO Petroleum Corporation,2016-12-20T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",3963066,672532.3
CITGO Petroleum Corporation,2012-06-26T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",4453336,755731.12
CITGO Petroleum Corporation,2016-12-20T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",4453336,755731.12
Digital Machining Systems LLC,2012-06-26T00:00:00Z,"929 Ridge Rd, Duson, LA",195700,24951.75
Innovative Machine Inc.,2012-06-26T00:00:00Z,"626 Iberia St, Youngsville, LA",147150,18761.63
Innovative Machine Inc.,2017-04-26T00:00:00Z,"626 Iberia St, Youngsville, LA",147150,18761.63
"Mid South Extrusion, Inc",2012-06-26T00:00:00Z,"2015 Jackson Street, Monroe, LA",1129772,162235.26
"Compass Minerals Louisiana, Inc.",2012-06-26T00:00:00Z,"Cote Blanche Island Hwy 83, Louisa, LA",314955,46739.32
"Allen's Electric Motor Service, Inc.",2012-06-26T00:00:00Z,"400 Roy ""Hoppy"" Hopkins, Vivian, LA",98296,20897.73
"Allen's Electric Motor Service, Inc.",2017-02-21T00:00:00Z,"400 Roy ""Hoppy"" Hopkins, Vivian, LA",98296,20897.73
"Calvary Industries, Inc.",2012-06-26T00:00:00Z,"301 Remount Drive, Pineville, LA",43592,7240.63
"Calvary Industries, Inc.",2017-02-21T00:00:00Z,"301 Remount Drive, Pineville, LA",43592,7240.63
"Boise Cascade Wood Products, LLC",2012-06-26T00:00:00Z,"8835 Hwy 1 N, Lena, LA",351330,58355.91
"Boise Cascade Wood Products, LLC",2017-04-26T00:00:00Z,"8835 Hwy 1 N, Lena, LA",351330,58355.91
"Boardwalk Louisiana Midstream, LLC",2012-06-26T00:00:00Z,"60825 A Highway 1148 West, Plaquemine, LA",3620870,556165.63
"Boardwalk Louisiana Midstream, LLC",2017-02-21T00:00:00Z,"60825 A Highway 1148 West, Plaquemine, LA",3620870,556165.63
"Boardwalk Louisiana Midstream, LLC",2012-06-26T00:00:00Z,"60825 A Highway 1148 West, Plaquemine, LA",1787933,609474.51
"Boardwalk Louisiana Midstream, LLC",2017-02-21T00:00:00Z,"60825 A Highway 1148 West, Plaquemine, LA",1787933,609474.51
General Electric Company,2012-06-26T00:00:00Z,"7000 Bert Kouns Indust'l Loop, Shreveport, LA",188041,39977.52
General Electric Company,2016-10-28T00:00:00Z,"7000 Bert Kouns Indust'l Loop, Shreveport, LA",188041,39977.52
"Boardwalk Louisiana Midstream, LLC",2012-06-26T00:00:00Z,"60825 A Highway 1148 West, Plaquemine, LA",1394036,157722.62
"Boardwalk Louisiana Midstream, LLC",2017-02-21T00:00:00Z,"60825 A Highway 1148 West, Plaquemine, LA",1394036,157722.62
"Boardwalk Louisiana Midstream, LLC",2012-06-26T00:00:00Z,"2210 W. Burton Street, Sulphur, LA",293707,49842.08
"Boardwalk Louisiana Midstream, LLC",2017-02-21T00:00:00Z,"2210 W. Burton Street, Sulphur, LA",293707,49842.08
LTS LLC,2012-06-26T00:00:00Z,"1116 Engineers Road, Belle Chase, LA",10893,1021.76
"Action Machining and Pump Service, Inc.",2012-06-26T00:00:00Z,"400 Roy ""Hoppy"" Hopkins Drive, Vivian, LA",15347,3262.77
"Action Machining and Pump Service, Inc.",2017-02-21T00:00:00Z,"400 Roy ""Hoppy"" Hopkins Drive, Vivian, LA",15347,3262.77
"Deep Hole Drilling Services, LLC",2013-08-27T00:00:00Z,"1231 Petroleum Parkway, Broussard, LA",883093,135643.08
"JJL Development, LLC",2012-06-26T00:00:00Z,"Oak Villa Boulevard, Baton Rouge, LA",5265181,865595.76
"JJL Development, LLC",2016-12-20T00:00:00Z,"Oak Villa Boulevard, Baton Rouge, LA",5265181,865595.76
"Baton Rouge Fractionators, LLC",2012-06-26T00:00:00Z,"2220 N. River Road, Port Allen, LA",706093,95326.61
K/D/S Promix LLC,2012-06-26T00:00:00Z,"662 Hwy 90, Belle Rose, LA",315803,48191.54
K/D/S Promix LLC,2016-12-20T00:00:00Z,"662 Hwy 90, Belle Rose, LA",315803,48191.54
Enterprise Products Company,2012-06-26T00:00:00Z,"362 Liberty Lane, Grand Cane, LA",35e5,579250
"Performance Energy Services, LLC",2012-06-26T00:00:00Z,"250 N. American Court, Houma, LA",248822,35954.78
"Performance Energy Services, LLC",2017-04-26T00:00:00Z,"250 N. American Court, Houma, LA",248822,35954.78
Enterprise Gas Processing LLC,2012-06-26T00:00:00Z,"10324 Highway 75, Geismar, LA",603888,95957.8
Enterprise Gas Processing LLC,2016-12-20T00:00:00Z,"10324 Highway 75, Geismar, LA",603888,95957.8
Enterprise Gas Processing LLC,2012-06-26T00:00:00Z,"Hwy 61, Norco, LA",947359,162282.6
Enterprise Gas Processing LLC,2016-12-20T00:00:00Z,"Hwy 61, Norco, LA",947359,162282.6
Enterprise Gas Processing LLC,2012-12-11T00:00:00Z,"2300 Bayou Road, St. Bernard, LA",24932,3834.54
Enterprise Gas Processing LLC,2016-12-20T00:00:00Z,"2300 Bayou Road, St. Bernard, LA",24932,3834.54
Enterprise Gas Processing LLC,2012-12-11T00:00:00Z,"5319 Bayou Black Road, Gibson, LA",82456,11914.89
Enterprise Gas Processing LLC,2016-12-20T00:00:00Z,"5319 Bayou Black Road, Gibson, LA",82456,11914.89
Enterprise Gas Processing LLC,2012-12-11T00:00:00Z,"Hwy 371@Trunkline Road, Garden City, LA",1330750,197483.3
Enterprise Gas Processing LLC,2016-12-20T00:00:00Z,"Hwy 371@Trunkline Road, Garden City, LA",1330750,197483.3
"Bodycote Thermal Processing, Inc.",2012-06-26T00:00:00Z,"116 Southpark Rd., Lafayette, LA",133018,16959.8
Cargill Incorporated,2012-09-24T00:00:00Z,"1012 Pearl Street, Franklin, LA",432787,76560.02
"TOTAL Petrochemicals USA, Inc.",2012-06-26T00:00:00Z,"6225 Hwy 75, River Road, Carville, LA",1621712,249094.96
"Franklin Press, Inc.",2012-06-26T00:00:00Z,"1391 Highland Road, Baton Rouge, LA",487602,80161.77
"Franklin Press, Inc.",2017-06-28T00:00:00Z,"1391 Highland Road, Baton Rouge, LA",487602,80161.77
Dolese Bros. Co. Inc.,2012-06-26T00:00:00Z,"1897 Highway 63, Pine Grove, LA",283662,51747.28
Dolese Bros. Co. Inc.,2017-06-28T00:00:00Z,"1897 Highway 63, Pine Grove, LA",283662,51747.28
"Dolese Brothers Co., Inc.",2012-06-26T00:00:00Z,"498 Hwy 51 at Hwy 68, Jackson, LA",16570,1265.95
"Dolese Brothers Co., Inc.",2017-06-28T00:00:00Z,"498 Hwy 51 at Hwy 68, Jackson, LA",16570,1265.95
Dolese Bros. Co. Inc.,2012-06-26T00:00:00Z,"8806 S Choctaw Dr., Baton Rouge, LA",7412,1218.53
Libbey Glass Inc.,2012-09-24T00:00:00Z,"4302 Jewella Road, Shreveport, LA",3859532,820536.5
Sapa Extrusions LLC,2012-06-26T00:00:00Z,"142 Tifton Drive, Delhi, LA",2224289,248675.51
Sapa Extrusions LLC,2016-10-28T00:00:00Z,"142 Tifton Drive, Delhi, LA",2224289,248675.51
"Daybrook Fisheries, Inc.",2012-06-26T00:00:00Z,"136 Daybrook Lane, Empire, LA",2491615,233713.49
"Steel Fab Leasing, LLC",2014-04-29T00:00:00Z,"2101 Booth Street, Monroe, LA",1122137,155864.83
GE Energy Oilfield Technology,2012-06-26T00:00:00Z,"208 Ida Road, Broussard, LA",66564,8486.91
GE Energy Oilfield Technology,2016-10-28T00:00:00Z,"208 Ida Road, Broussard, LA",66564,8486.91
"CMC Steel Fabricators dba Capitol Steel, Inc.",2012-06-26T00:00:00Z,"1235 Centerpointe Drive, Baton Rouge, LA",124565,20478.49
"CMC Steel Fabricators dba Capitol Steel, Inc.",2017-04-26T00:00:00Z,"1235 Centerpointe Drive, Baton Rouge, LA",124565,20478.49
"Sabine Pass Liquefaction, LLC",2012-06-26T00:00:00Z,"9243 Gulf Beach Highway, Cameron, LA",210877,51496.16
"Sabine Pass Liquefaction, LLC",2017-02-21T00:00:00Z,"9243 Gulf Beach Highway, Cameron, LA",210877,51496.16
"Sabine Pass LNG, LP",2012-06-26T00:00:00Z,"9243 Gulf Beach Hwy, Cameron, LA",622087,151913.65
"Sabine Pass LNG, LP",2017-02-21T00:00:00Z,"9243 Gulf Beach Hwy, Cameron, LA",622087,151913.65
"Rain CII Carbon, LLC",2012-06-26T00:00:00Z,"1920 PakTank Road, Sulphur, LA",2711416,460127.3
"Rain CII Carbon, LLC",2016-10-28T00:00:00Z,"1920 PakTank Road, Sulphur, LA",2711416,460127.3
"Alon Refining Krotz Springs, Inc.",2012-06-26T00:00:00Z,"Highway 105 South, Krotz Springs, LA",665771,56457.38
"Alon Refining Krotz Springs, Inc.",2017-02-21T00:00:00Z,"Highway 105 South, Krotz Springs, LA",665771,56457.38
"East West Copolymer, LLC",2012-06-26T00:00:00Z,"5955 Scenic Highway, Baton Rouge, LA",671289,110359.91
"East West Copolymer, LLC",2012-06-26T00:00:00Z,"5955 Scenic Highway, Baton Rouge, LA",4816093,791765.69
"East West Copolymer, LLC",2012-06-26T00:00:00Z,"5955 Scenic Highway, Baton Rouge, LA",4841411,795932.9
Weyerhaeuser NR Company,2012-06-26T00:00:00Z,"706 Hwy 167 N, Dodson, LA",90735,14127.44
Weyerhaeuser NR Company,2017-02-21T00:00:00Z,"706 Hwy 167 N, Dodson, LA",90735,14127.44
Weyerhaeuser NR Company,2012-06-26T00:00:00Z,"234 Industrial Avenue, Natchitoches, LA",787539,112145.55
Weyerhaeuser NR Company,2017-02-21T00:00:00Z,"234 Industrial Avenue, Natchitoches, LA",787539,112145.55
Weyerhaeuser NR Company,2012-06-26T00:00:00Z,"2792 Obrie Street, Zwolle, LA",20562,2701.85
Weyerhaeuser NR Company,2017-02-21T00:00:00Z,"2792 Obrie Street, Zwolle, LA",20562,2701.85
Weyerhaeuser NR Company,2012-06-26T00:00:00Z,"130 Girl Scout Road, Simsboro, LA",3387666,449204.51
Weyerhaeuser NR Company,2017-02-21T00:00:00Z,"130 Girl Scout Road, Simsboro, LA",3387666,449204.51
American Sugar Refining Inc.,2012-06-26T00:00:00Z,"7415 Peters Road, Arabi, LA",3756319,577721.86
American Sugar Refining Inc.,2016-12-20T00:00:00Z,"7415 Peters Road, Arabi, LA",3756319,577721.86
"Boise Cascade Wood Products, LLC",2012-06-26T00:00:00Z,"225 Studeman St., Florien, LA",3896438,511991.95
"Boise Cascade Wood Products, LLC",2017-04-26T00:00:00Z,"225 Studeman St., Florien, LA",3896438,511991.95
Kisatchie Treating LLC,2012-06-26T00:00:00Z,"74 Wadley Rd, Pineville, LA",1063531,176652.83
Nalco Company,2012-06-26T00:00:00Z,"3628 Hwy 44, Garyville, LA",2659933,470010.16
Nalco Company,2017-02-21T00:00:00Z,"3628 Hwy 44, Garyville, LA",2659933,470010.16
Nalco Company,2012-06-26T00:00:00Z,"2660 Amercian Way, Port Allen, LA",247047,33351.48
Nalco Company,2012-06-26T00:00:00Z,"812 Renaud, Scott, LA",126950,16186.13
Columbian Chemicals Company,2012-06-26T00:00:00Z,"370 Columbian Chemicals Lane, Centerville, LA",596436,88511.1
"Southern Ionics, Inc.",2012-06-26T00:00:00Z,"Davidson Road, Carlisle, LA",122708,20993.25
Southern Ionics Inc,2012-06-26T00:00:00Z,"1145 Neosho Ave, Baton Rouge, LA",706279,116112.27
Southern Ionics Inc,2017-02-21T00:00:00Z,"1145 Neosho Ave, Baton Rouge, LA",706279,116112.27
INEOS Americas LLC,2012-06-26T00:00:00Z,"21255A LA Hwy South, Plaquemine, LA",149362,22942
INEOS Americas LLC,2016-12-20T00:00:00Z,"21255A LA Hwy South, Plaquemine, LA",149362,22942
Baton Rouge Propylene Concentrator,2012-06-26T00:00:00Z,"2220 North River Road, Port Allen, LA",78087,10541.75
Dow Chemical Company,2012-06-26T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",3672560,136440.88
Dow Chemical Company,2016-10-28T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",3672560,136440.88
Blue Cube Operations LLC,2012-06-26T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",1198134,184033.38
Blue Cube Operations LLC,2016-12-20T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",1198134,184033.38
Dow Chemical Company,2012-06-26T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",2334607,397530.32
Dow Chemical Company,2016-10-28T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",2334607,397530.32
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",3854482,660272.77
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",3854482,660272.77
"Americas Styrenics, LLC",2012-06-26T00:00:00Z,"9901 Highway 18, St. James, LA",695034,115348.28
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",4530484,497291.78
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",4530484,497291.78
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",3616967,351853.28
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",3616967,351853.28
W.R. Grace & Co.,2012-06-26T00:00:00Z,"16122 River Road, Norco, LA",290562,49773.27
W.R. Grace & Co.,2016-10-28T00:00:00Z,"16122 River Road, Norco, LA",290562,49773.27
"Cactus Wellhead, LLC dba True Turn Machine, LLC",2012-09-24T00:00:00Z,"4117 Meadow Lane, Bossier City, LA",185261,27881.78
"Cactus Wellhead, LLC dba True Turn Machine, LLC",2016-12-20T00:00:00Z,"4117 Meadow Lane, Bossier City, LA",185261,27881.78
Dow Chemical Company,2012-06-26T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",620652,95845.48
Dow Chemical Company,2016-10-28T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",620652,95845.48
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",837784,67089.3
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",837784,67089.3
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",1881601,322318.25
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",1881601,322318.25
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",2014168,343127.09
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",2014168,343127.09
Union Carbide Corporation,2012-06-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",1863773,319360.93
Union Carbide Corporation,2016-10-28T00:00:00Z,"Highway 18, River Rd, Taft, LA",1863773,319360.93
Angus Chemical Company,2012-06-26T00:00:00Z,"LA Hwy. 12, Sterlington, LA",403969,58009.95
Dow Chemical Company,2012-06-26T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",4027562,508502.21
Dow Chemical Company,2016-10-28T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",4027562,508502.21
Omega Protein Inc.,2012-06-26T00:00:00Z,"9730 Andrew Road, Abbeville, LA",977222,141306.3
Omega Protein Inc.,2017-02-21T00:00:00Z,"9730 Andrew Road, Abbeville, LA",977222,141306.3
Williams Olefins LLC,2012-06-26T00:00:00Z,"5205 Highway 3115, Geismar, LA",2112275,335640.5
Williams Olefins LLC,2016-12-20T00:00:00Z,"5205 Highway 3115, Geismar, LA",2112275,335640.5
Williams Olefins LLC,2012-06-26T00:00:00Z,"5205 Highway 3115, Geismar, LA",4188510,665554.24
Williams Olefins LLC,2016-12-20T00:00:00Z,"5205 Highway 3115, Geismar, LA",4188510,665554.24
"Bayou Companies, LLC",2012-10-23T00:00:00Z,"5200 Curtis Lane, New Iberia, LA",267391,27969.1
"Bayou Companies, LLC",2017-04-26T00:00:00Z,"5200 Curtis Lane, New Iberia, LA",267391,27969.1
"Boise Packaging & Newsprint, LLC",2012-06-26T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",3985469,653616.92
