exemption_id,company_name,address,approval_date,amount
3279,Schuyler Maritime LLC,"1186 Petroleum Road, Broussard, LA",2012-10-23,5500.66
3280,"Thoma-Sea Marine Constructors, LLC","429 Main Port Court, Houma, LA",2012-10-23,299450.67
3281,"Thoma-Sea Marine Constructors, LLC","429 Main Port Court, Houma, LA",2017-02-21,299450.67
3282,"Elevating Boats, LLC","201 Dean Ct, Houma, LA",2012-10-23,14703.16
3283,Elevating Boats LLC,"40495 W-I55 Service Road, Ponchatoula, LA",2012-10-23,106455.05
3284,"IO Marine Systems, Inc.","5000 River Road, Harahan, LA",2012-10-23,15039.62
3285,IO Marine Systems Inc,"5200 Toler Street, Harahan, LA",2012-10-23,52934.66
3286,"IO Marine Systems, Inc.","200 Plantation Road, Harahan, LA",2012-09-24,3890.13
3287,"LAD Salvage, L.L.C.","1043 East Stephensville Road, Stephensville, LA",2012-06-26,169601.72
3288,"LAD Salvage, L.L.C.","1043 East Stephensville Road, Stephensville, LA",2017-02-21,169601.72
3289,"Amcol Health and Beauty Solutions, Inc.","301 Laser Lane, Lafayette, LA",2012-10-23,174185.91
3290,"Amcol Health and Beauty Solutions, Inc.","301 Laser Lane, Lafayette, LA",2016-10-28,174185.91
3291,"Cameron LNG, LLC","801 N. Main St., Hackberry, LA",2012-06-26,151330.5
3292,"Cameron LNG, LLC","801 N. Main St., Hackberry, LA",2016-12-20,151330.5
3293,"LAD Salvage, L.L.C.","1046 River Road, Berwick, LA",2012-06-26,30786.32
3294,"LAD Salvage, L.L.C.","1046 River Road, Berwick, LA",2017-02-21,30786.32
3295,"Webb-Rite Safety, Inc","670 Allendale Drive, Port Allen, LA",2012-10-23,33675.08
3296,"Louisiana Scrap Processors, LLC","2200 Cameron St., Lafayette, LA",2012-06-26,184217.36
3297,"Louisiana Scrap Processors, LLC","2200 Cameron St., Lafayette, LA",2017-04-26,184217.36
3298,"Aluminum Recycling Center of Lafayette, Inc.","2200 Cameron St., Lafayette, LA",2012-06-26,28893.67
3299,"Aluminum Recycling Center of Lafayette, Inc.","2200 Cameron St., Lafayette, LA",2017-04-26,28893.67
3300,"Superior Scrap Metal & Recycling of Baton Rouge, Inc.","2527 South Westport Dr., Port Allen, LA",2012-06-26,131035.32
3301,"Superior Scrap Metal & Recycling of Baton Rouge, Inc.","2527 South Westport Dr., Port Allen, LA",2017-04-26,131035.32
3302,"Firestone Polymers, LLC","1801 Highway 108 South, Lake Charles, LA",2012-10-23,729358.21
3303,"Firestone Polymers, LLC","1801 Highway 108 South, Lake Charles, LA",2012-10-23,460927.43
3304,"Firestone Polymers, LLC","1801 Highway 108 South, Lake Charles, LA",2012-10-23,632005.73
3305,CertainTeed Corporation Roofing Products Group,"620 Aero Drive, Shreveport, LA",2012-10-23,461984.48
3306,CertainTeed Corporation Roofing Products Group,"620 Aero Drive, Shreveport, LA",2017-04-26,461984.48
3307,Certainteed Corporation,"3300 Pete Manena Road, Sulphur, LA",2012-09-24,299840.21
3308,Certainteed Corporation,"3300 Pete Manena Road, Sulphur, LA",2017-04-26,299840.21
3309,PumpWorks 610 LLC,"7224 Greenwood Rd, Shreveport, LA",2013-06-25,46774.34
3310,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2012-09-24,444976.31
3311,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2016-12-20,444976.31
3312,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2012-09-24,297119.75
3313,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2017-02-21,297119.75
3314,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2012-09-24,6210.51
3315,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2016-12-20,6210.51
3316,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2012-09-24,781809.77
3317,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2017-02-21,781809.77
3318,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2012-10-23,10722.32
3319,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2016-12-20,10722.32
3320,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2012-10-23,388165.16
3321,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2017-02-21,388165.16
3322,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2012-09-24,340388.67
3323,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2016-12-20,340388.67
3324,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2012-09-24,367190.92
3325,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2017-02-21,367190.92
3326,"New Industries, LLC","6032 Railroad Avenue, Morgan City, LA",2012-10-23,677877.84
3327,"New Industries, LLC","6032 Railroad Avenue, Morgan City, LA",2017-06-28,677877.84
3328,"William C. New Interests, LLC","6032 Railroad Avenue, Morgan City, LA",2012-09-24,255494.34
3329,"William C. New Interests, LLC","6032 Railroad Avenue, Morgan City, LA",2017-06-28,255494.34
3330,Westlake Polymers LLC,"3525 Cities Services Hwy, Sulphur, LA",2012-12-11,470043.71
3331,Westlake Polymers LLC,"3525 Cities Services Hwy, Sulphur, LA",2017-02-21,470043.71
3332,Westlake Polymers LLC,"3525 Cities Services Hwy, Sulphur, LA",2012-12-11,603354.6
3333,Westlake Polymers LLC,"3525 Cities Services Hwy, Sulphur, LA",2017-02-21,603354.6
3334,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2012-12-11,366573.55
3335,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2017-02-21,366573.55
3336,Westlake Chemical OpCo LP,"900 Highway 108, Sulphur, LA",2012-12-11,423147.8
3337,Westlake Chemical OpCo LP,"900 Highway 108, Sulphur, LA",2017-02-21,423147.8
3338,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2012-12-11,33385.59
3339,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2017-02-21,33385.59
3340,Westlake Chemical OpCo LP,"900 Hwy 108, Sulphur, LA",2012-12-11,688688.76
3341,Westlake Chemical OpCo LP,"900 Hwy 108, Sulphur, LA",2017-02-21,688688.76
3342,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2012-12-11,55679.25
3343,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2017-02-21,55679.25
3344,Westlake Chemical OpCo LP,"900 Highway 108, Sulphur, LA",2012-12-11,764689.75
3345,Westlake Chemical OpCo LP,"900 Highway 108, Sulphur, LA",2017-02-21,764689.75
3346,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2012-12-11,344796.97
3347,"Westlake Petrochemical, LLC","900 Hwy 108, Sulphur, LA",2017-02-21,344796.97
3348,"WPT, LLC","900 Highway 108, Sulphur, LA",2012-12-11,427990.7
3349,"WPT, LLC","900 Highway 108, Sulphur, LA",2017-02-21,427990.7
3350,"WPT, LLC","900 Highway 108, Sulphur, LA",2012-12-11,6924.44
3351,"WPT, LLC","900 Highway 108, Sulphur, LA",2017-02-21,6924.44
3352,Westlake Chemical OpCo LP,"900 Hwy 108, Sulphur, LA",2012-12-11,551086.83
3353,Westlake Chemical OpCo LP,"900 Hwy 108, Sulphur, LA",2017-02-21,551086.83
3354,"Westlake Vinyls Company, LP","36045 Hwy 30, Geismar, LA",2013-02-26,643969.1
3355,"Westlake Vinyls Company, LP","36045 Hwy 30, Geismar, LA",2017-02-21,643969.1
3356,Southwestern Electric Power Company dba SWEPCO,"510 North Allen, Shreveport, LA",2012-12-11,1063e3
3357,Southwestern Electric Power Company dba SWEPCO,"510 North Allen, Shreveport, LA",2017-04-26,1063e3
3358,Southwestern Electric Power Company (Lieberman Power Plant),"11730 Louisiana Hwy #538, Mooringsport, LA",2012-10-23,44919.4
3359,Southwestern Electric Power Company (Lieberman Power Plant),"11730 Louisiana Hwy #538, Mooringsport, LA",2017-04-26,44919.4
3360,Southwestern Electric Power Company (Dolet Hills Power Plant),"Highway 522, Naborton Road, Mansfield, LA",2012-10-23,314321.57
3361,Southwestern Electric Power Company (Dolet Hills Power Plant),"Highway 522, Naborton Road, Mansfield, LA",2017-04-26,314321.57
3362,Southwestern Electric Power Company (Dolet Hills Power Plant),"Highway 522, Naborton Road, Mansfield, LA",2012-10-23,616012.18
3363,Southwestern Electric Power Company (Dolet Hills Power Plant),"Highway 522, Naborton Road, Mansfield, LA",2017-04-26,616012.18
3364,"Oxbow Calcining, LLC","2200 Brooklawn Drive, Baton Rouge, LA",2012-10-23,201962.44
3365,"Oxbow Calcining, LLC","2200 Brooklawn Drive, Baton Rouge, LA",2016-10-28,201962.44
3366,"Southside Machine Works, Inc.","500 Leger Road, Lake Charles, LA",2012-12-11,8370.28
3367,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,831899.27
3368,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2016-12-20,831899.27
3369,"Orion Engineered Carbons, LLC","7095 Hwy 83 South, Franklin, LA",2012-10-23,110078.82
3370,"Orion Engineered Carbons, LLC","7095 Hwy 83 South, Franklin, LA",2016-12-20,110078.82
3371,TDC LLC,"200 Trousdale Rd, Westlake, LA",2012-12-11,19276.9
3372,"Stolthaven New Orleans, LLC","2444 English Turn Road, Braithwaite, LA",2012-09-24,151684.54
3373,"Stolthaven New Orleans, LLC","2444 English Turn Road, Braithwaite, LA",2017-02-21,151684.54
3374,"Westlake Styrene, LP","900 Hwy 108, Sulphur, LA",2012-12-11,271777.27
3375,"Westlake Styrene, LP","900 Hwy 108, Sulphur, LA",2017-02-21,271777.27
3376,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,441874.87
3377,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2016-12-20,441874.87
3378,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,623913.93
3379,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2016-12-20,623913.93
3380,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,433955.14
3381,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2016-12-20,433955.14
3382,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,505716.01
3383,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2016-12-20,505716.01
3384,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,674724.65
3385,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2016-12-20,674724.65
3386,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2012-10-23,699451.64
3387,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2017-02-21,699451.64
3388,"Bollinger Morgan City, LLC","806 Bollinger Lane, Amelia, LA",2012-12-11,13207.6
3389,"Bollinger Morgan City, LLC","806 Bollinger Lane, Amelia, LA",2017-02-21,13207.6
3390,"Bollinger Amelia Repair, LLC","606 Ford Industrial Road, Ameilia, LA",2012-12-11,12020.4
3391,"Bollinger Amelia Repair, LLC","606 Ford Industrial Road, Ameilia, LA",2017-02-21,12020.4
3392,International Paper Company,"2800 South Arkansas St., Springhill, LA",2013-02-26,36104.57
3393,International Paper Company,"3000 South Arkansas Road, Springhill, LA",2012-12-11,163851.06
3394,International Paper Company,"3000 South Arkansas Road, Springhill, LA",2017-04-26,163851.06
3395,Baker Hughes Oilfield Operations,"Estay Road, Fourchon, LA",2012-12-11,278823.65
3396,Baker Hughes Oilfield Operations,"Estay Road, Fourchon, LA",2016-12-20,278823.65
3397,"ECO Services Operations, LLC","1301 Airline Highway, Baton Rouge, LA",2012-10-23,254711.99
3398,"ECO Services Operations, LLC","1301 Airline Highway, Baton Rouge, LA",2012-10-23,822e3
3399,Temple Inland Inc.,"401 Avenue U, Bogalusa, LA",2012-12-11,730582.14
3400,Temple Inland Inc.,"401 Avenue U, Bogalusa, LA",2016-12-20,730582.14
3401,Temple Inland Inc.,"401 Avenue U, Bogalusa, LA",2012-12-11,771840
3402,Temple Inland Inc.,"401 Avenue U, Bogalusa, LA",2016-12-20,771840
3403,"Temple Inland, Inc","501 Avenue U, Bogalusa, LA",2012-12-11,341904.71
3404,"Temple Inland, Inc","501 Avenue U, Bogalusa, LA",2016-12-20,341904.71
3405,CVD Incorporated,"11911 Advanced Materials Dr., New Iberia, LA",2012-12-11,237442.52
3406,Textron Marine & Land Systems,"252 Stone Road, Slidell, LA",2012-12-11,128489.96
3407,Textron Marine & Land Systems,"252 Stone Road, Slidell, LA",2017-04-26,128489.96
3408,"Catalyst Recovery of Louisiana, LLC","100 American Blvd, Lafayette, LA",2012-12-11,108392.21
3409,"Catalyst Recovery of Louisiana, LLC","100 American Blvd, Lafayette, LA",2016-10-28,108392.21
3410,"Haynie Industries, LLC","132 Haynie Road, Heflin, LA",2012-12-11,7822.28
3411,"ABB, Inc.","18321 Swamp Road, Prairieville, LA",2012-12-11,50008.69
3412,Industrial Metal Fabricators,"520 Washington St, West Monroe, LA",2012-10-23,3475.12
3413,Coca Cola Bottling Co. United Gulf Coast LLC,"9696 Plank Road, Baton Rouge, LA",2012-12-11,324762.5
3414,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2012-06-26,488702.06
3415,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2015-10-27,488702.06
3416,"Cortec, LLC","208 Equity Blvd., Houma, LA",2012-10-23,294250.26
3417,Formosa Plastics Corporation,"Gulf States Road, Baton Rouge, LA",2013-10-22,3887293.58
3418,Methanex USA LLC,"4279 Highway 73, Geismar, LA",2015-08-25,4641029.94
3419,Methanex USA LLC,"4279 Highway 73, Geismar, LA",2016-03-22,71225386.63
3420,Angus Chemical Company,"LA Hwy. 12, Sterlington, LA",2014-08-26,1744586.5
3421,BASF Corporation,"1640 Tiffany Lane, Mandeville, LA",2015-10-27,28315684.2
3422,WPT LLC,"900 Highway 108, Sulphur, LA",2015-08-25,9781150.9
3423,U.S. Corrugated Inc.,"2929 Louisville Ave., Monroe, LA",2012-10-23,660084.83
3424,U.S. Corrugated Inc.,"2929 Louisville Ave., Monroe, LA",2017-02-21,660084.83
3425,BASF Corporation,"8404 River Road, Geismar, LA",2014-04-29,1363217.94
3426,"MTP Drivetrain Services, LLC","205 MacDonald Drive, Many, LA",2012-10-23,28828.63
3427,"MTP Drivetrain Services, LLC","205 MacDonald Drive, Many, LA",2015-02-24,28828.63
3428,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,2016516.84
3429,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2015-08-25,728803.66
3430,"Fisher Manufacturing Services, LLC","40057 Macedonia Rd., Hammond, LA",2012-10-23,22020.43
3431,"Fisher Manufacturing Services, LLC","40057 Macedonia Rd., Hammond, LA",2017-08-23,22020.43
3432,BASF Corporation,"8404 River Road, Geismar, LA",2013-04-23,334357.09
3433,"Riverland Industries, Inc.","12537 Scenic Hwy., Baton Rouge, LA",2012-10-23,67844.59
3434,"Riverland Industries, Inc.","12537 Scenic Hwy., Baton Rouge, LA",2014-12-09,67844.59
3435,Southern Ionics Inc,"1145 Neosho Ave, Baton Rouge, LA",2012-06-26,49177.79
3436,Southern Ionics Inc,"1145 Neosho Ave, Baton Rouge, LA",2017-02-21,49177.79
3437,Zen-Noh Grain Corporation,"8886 LA 44, Convent, LA",2014-10-28,5822462.54
3438,"K & W Patten's Metal Express, LLC","10155 AL's Way, Walker, LA",2012-06-26,6644.44
3439,Cleco Power LLC,"963 Powerplant Road, Mansfield, LA",2013-12-10,481003.62
3440,Southwestern Electric Power Company (Dolet Hills Power Plant),"963 Power Plant Road, Mansfield, LA",2013-12-10,384802.87
3441,"WPS Industries, Inc","228 Industrial, West Monroe, LA",2012-10-23,24250.16
3442,"WPS Industries, Inc","228 Industrial, West Monroe, LA",2014-10-28,24250.16
3443,"Multi-Chem Group, LLC dba Multi Chem","13858 Hwy 92, Maurice, LA",2013-12-10,1868962.13
3444,"Louisiana Rice Mill, LLC","102 S. 13th Street, Mermentau, LA",2012-12-11,60636.46
3445,"Louisiana Rice Mill, LLC","102 S. 13th Street, Mermentau, LA",2015-02-24,60636.46
3446,"Red Ball Oxygen Company, Inc","609 North Market, Shreveport, LA",2012-06-26,318693.35
3447,"Red Ball Oxygen Company, Inc","609 North Market, Shreveport, LA",2014-10-28,318693.35
3448,"Cameron LNG, LLC","801 N. Main St., Hackberry, LA",2012-06-26,403724.63
3449,"Cameron LNG, LLC","801 N. Main St., Hackberry, LA",2016-12-20,403724.63
3450,Stella-Jones Corporation,"3600 Koppers Road, Alexandria, LA",2012-12-11,446933.74
3451,Stella-Jones Corporation,"3600 Koppers Road, Alexandria, LA",2014-10-28,446933.74
3452,"Morton Salt, Inc","11217 Morton Road, Weeks Island, LA",2012-12-11,433822.96
3453,"Morton Salt, Inc","11217 Morton Road, Weeks Island, LA",2013-10-22,433822.96
3454,Diamond B Construction Company LLC,"591 Red Town Road, Leesville, LA",2014-08-26,272727
3455,"Dynomach, Inc.","1146 Commercial Drive, Port Allen, LA",2012-12-11,55429.52
3456,"ASRC Energy Services Omega, LLC","4418 Pesson Rd, New Iberia, LA",2013-10-22,505399.88
3457,"Solvay USA, Inc.","5677 N Industrial Rd., Shreveport, LA",2013-08-27,312241.09
3458,Entergy New Orleans Inc.-Michoud,"3601 Paris Road, New Orleans, LA",2013-04-23,164016.64
3459,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2014-04-29,1197609.7
3460,"Conrad Shipyard, L.L.C.","300 Duhon Bypass Road, Amelia, LA",2014-04-29,807123.39
3461,ACM Properties LLC,"131 Capital Blvd, Houma, LA",2014-02-25,193015.08
3462,Matherne Instrumentation Specialists Inc,"131 Capital Blvd, Houma, LA",2014-02-25,222461.24
3463,"Mechanical Equipment Company, Inc.","68375 Compass Way East, Mandeville, LA",2015-02-24,2650107.53
3464,Haynes International  Inc,"3786 Second Street, Arcadia, LA",2015-10-27,2535243.04
3465,Haynes International  Inc,"3786 Second Street, Arcadia, LA",2016-06-24,3790527.28
3466,"Brookfield District Energy USA, LLC","1661 Gravier Street, New Orleans, LA",2013-04-23,46698.83
3467,"Brookfield District Energy USA, LLC","1661 Gravier Street, New Orleans, LA",2017-08-23,46698.83
3468,"Dove Equipment & Boat Rentals, Inc.","596 South Hollywood Road, Houma, LA",2012-09-24,91013.33
3469,"Dove Equipment & Boat Rentals, Inc.","596 South Hollywood Road, Houma, LA",2013-10-22,91013.33
3470,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2013-12-10,2375138.16
3471,Folger Coffee Company,"14601 Old Gentilly Road, New Orleans, LA",2013-12-10,1854934.99
3472,"Valero Refining-New Orleans, LLC","15272 River Road, New Sarpy, LA",2015-08-25,31561787.26
3473,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-04-29,1215627.98
3474,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-04-29,755631.08
3475,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-04-29,2009820.54
3476,"Boise Cascade Wood Products, LLC","225 Studeman St., Florien, LA",2013-12-10,470934.59
3477,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2015-02-24,159383.54
3478,"Boise Packaging & Newsprint, LLC","4200 Hwy 190 West, DeRidder, LA",2015-04-28,515359.07
3479,BASF Corporation,"109 Hwy 131, Vidalia, LA",2014-04-29,4505277.9
3480,"US Solid State, LLC","7288 GREENWOOD ROAD, SHREVEPORT, LA",2012-12-11,39671.37
3481,"Huntsman International, LLC","9156 Highway 75, Geismar, LA",2014-04-29,1180584.8
3482,"UOP, LLC","1200 Airline Highway, Baton Rouge, LA",2014-04-29,2467777.46
3483,Cameron International Corporation,"3007 Hwy 182 E, Berwick, LA",2014-04-29,4779603.97
3484,"Webb-Rite Safety, Inc","670 Allendale Drive, Port Allen, LA",2012-12-11,51142.32
3485,"Smitty's Supply, Inc.","63399 Hwy 51 North, Roseland, LA",2014-10-28,240783.67
3486,"Smitty's Supply, Inc.","63399 Hwy 51 North, Roseland, LA",2014-10-28,808178.34
3487,"Mele Printing Company, LLC","619 N. Tyler Street, Covington, LA",2012-12-11,534851.67
3488,"Enlink Midstream Operating, LP","60995 Derrick Road, Plaquemine, LA",2015-04-28,22856532.04
3489,"UPS Midstream Services, Inc.","12051 Highway 84, Jena, LA",2014-08-26,755436.93
3490,Textron Marine & Land Systems,"19401 Chef Menteur Hwy., New Orleans, LA",2012-12-11,1092759.85
3491,Textron Marine & Land Systems,"19401 Chef Menteur Hwy., New Orleans, LA",2012-12-11,122008.54
3492,Rapides-Grant Gin Inc,"4510 Highway 121, Boyce, LA",2012-12-11,3459.36
3493,"Eclectic Products, Inc","101 Dixie Mae Street, Pineville, LA",2014-04-29,734187.25
3494,"Eclectic Products, Inc","101 Dixie Mae Street, Pineville, LA",2015-02-24,145742.41
3495,"Southern Foods Group, LP dba Brown's Velvet Dairy","1300 Baronne Street, New Orleans, LA",2012-12-11,50490.33
3496,"Abbott Enterprises, LLC","4100 Howard Avenue, New Orleans, LA",2012-12-11,24885.98
3497,"Hola Nola Foods, LLC","6088 Industrial Drive, Geismar, LA",2014-02-25,256093.74
3498,Honeywell International,"2966 Lupine, Baton Rouge, LA",2014-10-28,9202882
3499,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-02-25,1110185.14
3500,Cabot Corporation,"2066 Cabot Road, Ville Platte, LA",2014-08-26,1316401.34
3501,Cabot Corporation,"2066 Cabot Road, Ville Platte, LA",2015-10-27,1763598.38
3502,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2014-02-25,97707.84
3503,"Gulf Island Marine Fabricators, LLC","301 Gulf Island Road, Houma, LA",2015-06-23,65418.78
3504,"Intralox, LLC","201-221 Laitram Lane, Harahan, LA",2014-06-17,1777220.66
3505,Stella-Jones Corporation,"3600 Koppers Road, Alexandria, LA",2014-04-29,106446.51
3506,"Peppers Unlimited of Louisiana, Inc.","602 W. Bridge Street, St. Martinville, LA",2014-02-25,69820.83
3507,Hayes Manufacturing Co Inc,"106 Pelican Drive, Pineville, LA",2013-02-26,266411.94
3508,Entergy New Orleans Inc.-Michoud,"3601 Paris Road, New Orleans, LA",2013-12-10,2084189.1
3509,Drake Specialties LLC,"221 Fourpark Road, Lafayette, LA",2013-02-26,10837.5
3510,Bell Helicopter Textron Inc.,"200 BLK LEDA Blvd., Broussard, LA",2014-06-17,315249.01
3511,"Louisiana Pellets, Inc.","4915 Hwy. 125, Urania, LA",2013-02-26,32810793.19
3512,"Georgia Pacific Consumer Operations, LLC","1000 West Mt Pleasant Road, Port Hudson, LA",2014-06-17,11030829.1
3513,"Vivid Ink, Inc.","2538 Poydras Street, New Orleans, LA",2014-02-25,44247.66
3514,Procter & Gamble Manufacturing,"3701 Monroe Highway, Pineville, LA",2014-08-26,2819647.21
3515,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2014-06-17,749461.52
3516,Exxon Mobil Corp dba Exxon Mobil Corp (Chemical),"4999 Scenic Highway, Baton Rouge, LA",2014-08-26,5959066.27
3517,Exxon Mobil Corporation (Polyolefins),"12875 Scenic Highway, Baton Rouge, LA",2014-08-26,424514.99
3518,Exxon Mobil Corporation (Plastics),"11675 Scotland Avenue, Baton Rouge, LA",2014-08-26,1252405.64
3519,Exxon Mobil Corporation (Refinery),"4045 Scenic Highway, Baton Rouge, LA",2014-12-09,7062850.77
3520,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2014-08-26,278400.18
3521,"ConAgra Foods Lamb Weston, Inc.","77 Highway 609, Delhi, LA",2014-04-29,639892.29
3522,"Diversified Foods & Seasonings, LLC","109 Highway 1085, Madisonville, LA",2014-08-26,963801.21
3523,"Diversified Foods & Seasonings, LLC","109 Highway 1085, Madisonville, LA",2015-06-23,84744.68
3524,"CF Industries Nitrogen, LLC","39018 Hwy 3089, Donaldsonville, LA",2013-06-25,155585992.6
3525,"Stuller, Inc.","302 Rue Louis XIV, Lafayette, LA",2014-06-17,426622.98
3526,"Southern Recycling, LLC","4801 Florida Ave, New Orleans, LA",2014-08-26,21485.71
3527,K&B Machine Works LLC,"2186 Grand Caillou Road, Houma, LA",2014-06-17,239944.06
3528,"K&B Machine Works, LLC","208 Rebecca Pond Rd, Schriever, LA",2014-06-17,530526.6
3529,"Brookfield District Energy USA, LLC","1661 Gravier Street, New Orleans, LA",2013-12-10,74904.57
3530,"Brookfield District Energy USA, LLC","2104 Gravier St., New Orleans, LA",2015-04-28,6632327.74
3531,"Brookfield District Energy USA, LLC","1661 Gravier Street, New Orleans, LA",2015-10-27,76670.76
3532,"Brookfield District Energy USA, LLC","1701 Tulane Ave., New Orleans, LA",2015-12-08,1618912.01
3533,EAM Nelson Holding LLC,"3500 Houston River Rd, Westlake, LA",2014-04-29,243324.22
3534,"Entergy Arkansas, Inc.","350 Harvey Gregg Road, Sterlington, LA",2014-04-29,40233.91
3535,"Entergy Louisiana, LLC - Big Cajun","Hwy 981, New Roads, LA",2014-04-29,5047.49
3536,"Entergy Louisiana, LLC - Calcasieu","1519 Davison Road, Sulphur, LA",2014-04-29,13128.29
3537,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2014-04-29,857090.79
3538,"Entergy Louisiana, LLC - Ouachita Plant","350 Harvey Gregg Road, Sterlington, LA",2014-04-29,10996.57
3539,"Entergy Louisiana, LLC - Riverbend","5485 Highway 61, St. Francisville, LA",2014-04-29,4774889.46
3540,"Entergy Texas, Inc. - Big Cajun","Hwy 981, New Roads, LA",2014-04-29,3730.73
3541,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2014-04-29,422277.61
3542,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-06-17,4498613.43
3543,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-04-29,800370.27
3544,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2016-06-24,631402.22
3545,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-04-29,792810.87
3546,"Entergy Louisiana, LLC","30385 Crowly-Eunice Hwy., Eunice, LA",2014-04-29,531832.73
3547,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, Montz, LA",2014-04-29,353903.42
3548,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2014-04-29,3632160.73
3549,"Entergy Louisiana, LLC - Perryville","1140 Hwy 61 North, Sterlington, LA",2014-04-29,63936.36
3550,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2015-04-28,227671.72
3551,"Entergy Louisiana, LLC - Sterlington","101 Boardman St., Sterlington, LA",2014-04-29,20191.48
3552,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-04-29,240992.76
3553,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2014-04-29,408778.01
3554,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2014-04-29,5499474.78
3555,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-08-26,369228.44
3556,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-04-29,232313.86
3557,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2014-04-29,406656.4
3558,"LTS Energy, Inc","1116 Engineers Road, Belle Chase, LA",2013-12-10,2180.47
