exemption_,company_na,address,approval_d,amount,join_permi,join_appli,join_lon,join_lat,distance
2292,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2015/10/27,742022.92000000004,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
2293,"Bayou Companies, LLC","5200 Curtis Lane, New Iberia, LA",2015/10/27,105571.55000000000,907,Port of Iberia,-91.851666670000000,29.947777779999999,2792.175517849727839
2300,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2015/10/27,565699.54000000004,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
2304,"Laitram Machinery, Inc.","220 Laitram Lane, Harahan, LA",2016/12/20,27134.89000000000,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4791.057729853231649
2309,Danos and Curole Marine Contractors LLC,"13083 Hwy 308, Larose, LA",2016/03/22,35709.86000000000,372,BRAD PREGEANT,-90.372500000000002,29.568333330000002,900.970879228841909
2310,"Innophos, Inc.","10810 Highway 75, Geismar, LA",2015/10/27,39023.70000000000,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4964.707735463049175
2311,"Shintech Louisiana, LLC","9750 LA Highway 1 South, Addis, LA",2015/10/27,407511.73999999999,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,2317.351499082209102
2312,ExPert Riser Solutions LLC,"274 N J Theriot Road, Golden Meadow, LA",2015/12/08,107702.60000000001,812,Bollinger Fourchon,-90.216655560000007,29.128205560000001,3330.205901217653263
2313,Flopam Inc,"26790 LA Hwy. 405, Plaquemine, LA",2015/10/27,24791.67000000000,1001,"LBC Baton Rouge, LLC",-91.155368999999993,30.282921999999999,4781.192925556791124
2314,Baton Rouge Propylene Concentrator,"2220 North River Road, Port Allen, LA",2015/10/27,41537.95000000000,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,2204.877751950598395
2315,K/D/S Promix LLC,"662 Hwy 90, Belle Rose, LA",2015/10/27,56503.15000000000,2202,"HENRY W LANDRY, JR",-91.037999999999997,30.052600000000002,2760.645314510980825
2316,Enterprise Gas Processing LLC,"10324 Highway 75, Geismar, LA",2015/10/27,24834.17000000000,697,Ascension Pipeline LLC,-91.032441669999997,30.215038889999999,2127.658842034972622
2318,Enterprise Gas Processing LLC,"2300 Bayou Road, St. Bernard, LA",2015/10/27,14961.21000000000,71,"Southern Natural Gas Company, LLC",-89.833880399999998,29.867791700000001,333.475189835749632
2320,Enterprise Gas Processing LLC,"Hwy 61, Norco, LA",2015/10/27,20047.44000000000,139,"Maurepas Pipeline, LLC",-90.400188889999995,30.010855560000000,412.823817440817152
2321,Enterprise Gas Processing LLC,"5319 Bayou Black Road, Gibson, LA",2015/10/27,136369.57000000001,1029,"Gulf South Pipeline Company, LP",-90.930113890000001,29.630688889999998,1546.896709371418183
2323,PCS Nitrogen Fertilizer LP,"LA Hwy 30 & Hwy 3115, Geismar, LA",2015/12/08,110892.03000000000,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2324,PCS Nitrogen Fertilizer LP,"LA Hwy 30 & Hwy 3115, Geismar, LA",2015/12/08,595240.53000000003,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2325,PCS Nitrogen Fertilizer LP,"LA Hwy 30 & Hwy 3115, Geismar, LA",2015/12/08,426753.65999999997,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2326,PCS Nitrogen Fertilizer LP,"Hwy 30 Hwy 3115, Geismar, LA",2015/12/08,486772.72999999998,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2335,"PHH Monomers, LLC","1300 PPG Drive, Westlake, LA",2016/03/22,37579.96000000000,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2336,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2015/10/27,439842.87000000000,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2337,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2016/03/22,355310.73999999999,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2338,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2015/10/27,43186.90000000000,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2339,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2016/03/22,330131.00000000000,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2340,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2015/10/27,14375.55000000000,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2341,Eagle US 2 LLC,"1300 PPG Drive, Westlake, LA",2016/03/22,800016.71999999997,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2342,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2015/10/27,817376.10999999999,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2345,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2015/12/08,701866.17000000004,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
2346,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2015/12/08,568259.42000000004,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
2347,CITGO Petroleum Corporation,"4401 Hwy 108, Lake Charles, LA",2015/12/08,745339.92000000004,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4366.800361373720989
2348,"Sabine Pass LNG, LP","9243 Gulf Beach Hwy, Cameron, LA",2015/08/25,530727.80000000005,865,Chevron Environmental Management Company,-93.883150000000001,29.762975000000001,2894.146764593453099
2349,"ASH Industries, Inc.","1330 West Willow Avenue, Lafayette, LA",2015/08/25,43108.34000000000,2093,Bayou Backer Erosion Control,-92.040611110000000,30.251666669999999,2668.261706096207945
2356,Omega Protein Inc.,"9730 Andrew Road, Abbeville, LA",2015/08/25,37713.01000000000,1096,Omega Protein Corp.,-92.138055559999998,29.821111110000000,1672.784132668742359
2368,Cleco Power LLC,"237 Newman St, Baldwin, LA",2015/10/27,288010.23999999999,1339,St Mary Levee District,-91.536111109999993,29.826388890000000,2418.212886927851287
2372,"Turner Industries Group, LLC","1700 South Westport Drive, Port Allen, LA",2015/10/27,272620.38000000000,2131,Air Liquide,-91.222769439999993,30.440755559999999,687.549933167534050
2374,"PPG Industries, Inc.","1300 PPG Drive, Westlake, LA",2013/04/23,2441220.49000000022,2053,Axiall Corporation,-93.288647220000001,30.232213890000001,977.284054528059187
2377,Cabot Corporation,"272 Cabot Plant Lane, Centerville, LA",2015/10/27,543986.82999999996,654,Cleco Power LLC,-91.470619439999993,29.684550000000002,433.015353796945931
2379,Cameron International Corporation,"3007 Hwy 182 E, Berwick, LA",2016/06/24,78856.69000000000,2275,Gregory Rochel,-91.254527780000004,29.717999830000000,4541.325866934610531
2381,Weyerhaeuser NR Company,"17391 Florida Blvd, Holden, LA",2015/12/08,183088.29999999999,1872,Darryl George Hoover,-90.640230000000003,30.497000000000000,2870.854894302044613
2382,"Mr. Mudbug, Inc. dba MMI Culinary Services","131 23rd Street, Kenner, LA",2016/03/22,19752.51000000000,1306,New Orleans Aviation Board,-90.277199999999993,29.998799999999999,2143.075941854418943
2385,"Performance Energy Services, LLC","250 N. American Court, Houma, LA",2015/12/08,29382.37000000000,1028,Terrebonne Port Commission,-90.695455559999999,29.569402780000001,1602.693341060270768
2387,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2015/10/27,558830.63000000000,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
2390,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2015/10/27,746901.40000000002,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
2391,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2015/10/27,384523.28000000003,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
2393,"Southern Recycling, LLC","1367 Mahaffey Rd., Port Allen, LA",2015/12/08,42764.09000000000,2131,Air Liquide,-91.222769439999993,30.440755559999999,2619.116074648412905
2394,"Southern Recycling, LLC","222 South Railroad St., Morgan City, LA",2015/12/08,248866.17000000001,1860,Morgan City,-91.210627779999996,29.695597220000000,1126.054079087977243
2398,"UOP, LLC","1200 Airline Highway, Baton Rouge, LA",2016/03/22,429289.34000000003,246,"Bridgeline Holdings, LP",-91.200999999999993,30.507780000000000,4860.325804499586411
2405,Honeywell International,"2966 Lupine, Baton Rouge, LA",2016/03/22,740794.54000000004,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2406,Honeywell International,"2966 Lupine, Baton Rouge, LA",2016/03/22,137796.03000000000,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2407,Honeywell International,"5525 Hwy 3115, Geismar, LA",2016/03/22,745411.77000000002,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
2408,Honeywell International,"5525 Hwy 3115, Geismar, LA",2016/03/22,644400.56000000006,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
2409,Honeywell International,"5525 Hwy 3115, Geismar, LA",2016/03/22,693634.92000000004,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
2410,Honeywell International,"2966 Lupine, Baton Rouge, LA",2016/03/22,165922.95999999999,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2412,"New Industries, LLC","6032 Railroad Avenue, Morgan City, LA",2016/03/22,148403.39999999999,2415,"Crosstex Energy Services, LP",-91.155680829999994,29.684197000000001,5147.578196087656579
2422,Equilon Enterprises LLC dba Shell Oil Products US,"11842 River Road, St. Rose, LA",2015/12/08,44797.57000000000,1763,International Matex Tank Terminal Co,-90.326388890000004,29.936388890000000,1540.356270612183835
2438,Certainteed Corporation,"3300 Pete Manena Road, Sulphur, LA",2016/03/22,85943.42999999999,2084,Axial Corporation,-93.302000000000007,30.218000000000000,3079.250404833695484
2439,"Westlake Vinyls Company, LP","36045 Hwy 30, Geismar, LA",2015/08/25,619278.18999999994,2064,Shriver Construction,-91.005933330000005,30.222316670000001,1776.179895313787938
2440,"Westlake Vinyls Company, LP","36045 Hwy 30, Geismar, LA",2015/08/25,348273.02000000002,2064,Shriver Construction,-91.005933330000005,30.222316670000001,1776.179895313787938
2451,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/10/27,527849.46999999997,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
2452,"Baker Hughes Oilfield Operations, Inc dba Completions & Fishing","139 Equity Blvd., Houma, LA",2016/03/22,23657.59000000000,2407,Douglas Patterson,-90.762643609999998,29.602796670000000,1515.458980201155327
2453,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/10/27,782694.43999999994,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
2455,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/10/27,376754.77000000002,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
2456,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/10/27,722917.09999999998,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
2457,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2015/10/27,229225.32999999999,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
2458,"Baker Hughes Oilfield Operations, Inc dba Drilling Fluids","291 A J Estay Road, Fourchon, LA",2012/02/28,658488.64000000001,313,GREATER LAFOURCHE PORT COMMISSION,-90.207499999999996,29.112500000000001,1891.964696698078569
2459,"Baker Hughes Oilfield Operations, Inc dba Drilling Fluids","291 A J Estay Road, Fourchon, LA",2016/03/22,658488.64000000001,313,GREATER LAFOURCHE PORT COMMISSION,-90.207499999999996,29.112500000000001,1891.964696698078569
2460,"Baker Hughes Oilfield Operations, Inc dba Drilling Fluids","291 A J Estay Road, Fourchon, LA",2012/02/28,775950.20999999996,313,GREATER LAFOURCHE PORT COMMISSION,-90.207499999999996,29.112500000000001,1891.964696698078569
2461,"Baker Hughes Oilfield Operations, Inc dba Drilling Fluids","291 A J Estay Road, Fourchon, LA",2016/03/22,775950.20999999996,313,GREATER LAFOURCHE PORT COMMISSION,-90.207499999999996,29.112500000000001,1891.964696698078569
2462,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,772159.44999999995,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2463,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,701723.79000000004,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2465,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,597114.62000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2466,"Bradken, Inc.","13040 Foulks Lane, Amite, LA",2016/12/20,43924.89000000000,605,Standard Enterprises,-90.511189999999999,30.749070000000000,1330.064739214229803
2467,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,793500.00000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2469,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,745274.23999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2471,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,490035.76000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2472,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,669090.63000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2474,"Community Coffee Company, LLC","1833 LA Higway 1 South, Port Allen, LA",2015/08/25,109636.31000000000,2369,Greater Baton Rouge Port Comission,-91.202678000000006,30.433630829999998,2179.420814092552973
2475,BASF Corporation,"8404 River Road, Geismar, LA",2015/12/08,592719.10999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2477,CB&I Walker La L.L.C.,"30103 Sunland Drive, Walker, LA",2012/10/23,413187.38000000000,2356,"Buzzell & Bryson, LLC",-90.861668890000004,30.490763609999998,955.899841934775054
2478,CB&I Walker La L.L.C.,"30103 Sunland Drive, Walker, LA",2013/06/25,413187.38000000000,2356,"Buzzell & Bryson, LLC",-90.861668890000004,30.490763609999998,955.899841934775054
2484,Bunge North America Inc.,"12442 River Road, Destrehan, LA",2013/10/22,2770437.70000000019,2146,"Bunge North America, Inc.",-90.349772220000006,29.938186110000000,837.497549013510707
2488,Huntsman Petrochemical LLC,"9156 Highway 75, Geismar, LA",2014/12/09,11456.71000000000,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,489.531297163061140
2489,Honeywell International,"5525 Hwy 3115, Geismar, LA",2012/12/11,9337.03000000000,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
2490,Honeywell International,"5525 Hwy 3115, Geismar, LA",2013/08/27,9337.03000000000,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
2492,"Sabine Pass Liquefaction, LLC","9243 Gulf Beach Highway, Cameron, LA",2015/04/28,3156464.00000000000,865,Chevron Environmental Management Company,-93.883150000000001,29.762975000000001,2894.146764593453099
2493,"Sabine Pass Liquefaction, LLC","9243 Gulf Beach Highway, Cameron, LA",2016/06/24,6105152.20000000019,865,Chevron Environmental Management Company,-93.883150000000001,29.762975000000001,2894.146764593453099
2505,Equistar Chemicals LP,"4101 Highway 108, Westlake, LA",2015/10/27,683817.46999999997,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,4400.816321930211416
2523,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,426544.03999999998,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
2524,"K & W Patten's Metal Express, LLC","10155 AL's Way, Walker, LA",2012/02/28,117766.25000000000,2356,"Buzzell & Bryson, LLC",-90.861668890000004,30.490763609999998,955.899841934775054
2525,"K & W Patten's Metal Express, LLC","10155 AL's Way, Walker, LA",2016/10/28,117766.25000000000,2356,"Buzzell & Bryson, LLC",-90.861668890000004,30.490763609999998,955.899841934775054
2532,Alliance Laser Inc,"220 Strawberry St, Slidell, LA",2012/02/28,37347.66000000000,1620,Textron Marine & Land Systems,-89.780169999999998,30.300280000000001,3303.950491433444768
2533,Alliance Laser Inc,"220 Strawberry St, Slidell, LA",2012/02/28,68682.10000000001,1620,Textron Marine & Land Systems,-89.780169999999998,30.300280000000001,3303.950491433444768
2535,BASF Corporation,"8404 River Road, Geismar, LA",2013/04/23,959833.95999999996,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2536,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2012/12/11,236970.76999999999,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
2542,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2014/08/26,95493311.03000000119,1616,"Cargill, Inc.",-90.143100000000004,29.936699999999998,3545.669347051599289
2544,Cabot Corporation,"272 Cabot Plant Lane, Centerville, LA",2013/06/25,1088899.62999999989,654,Cleco Power LLC,-91.470619439999993,29.684550000000002,433.015353796945931
2545,Cabot Corporation,"272 Cabot Plant Lane, Centerville, LA",2015/06/23,1792435.16999999993,654,Cleco Power LLC,-91.470619439999993,29.684550000000002,433.015353796945931
2548,Motiva Enterprises LLC,"Hwy 44 & Hwy 70, Convent, LA",2015/04/28,2476607.14000000013,821,THE MOSAIC COMPANY,-90.835744000000005,30.041242000000000,3999.154302145701877
2549,"Firestone Polymers, LLC","1801 Highway 108 South, Sulphur, LA",2014/06/17,1629794.14999999991,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,5138.876711547108243
2550,"Schambough Investments, LLC","101 LeMedecin, Carencro, LA",2016/10/28,142319.10000000001,662,City of Carencro,-92.047580560000000,30.320091670000000,1354.538718363280623
2551,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,201287.28000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2552,"Valero Refining-New Orleans, LLC","14902 River Road, Norco, LA",2013/12/10,118864209.04000000656,643,"Valero Refining - New Orleans, LLC",-90.399491670000003,29.987061109999999,2989.429042843538355
2553,"Cameron LNG, LLC","301 North Main St., Hackberry, LA",2012/06/26,1467180.70999999996,8,Entergy,-93.345582899999997,30.004705600000001,2910.202214561456458
2554,"Cameron LNG, LLC","301 North Main St., Hackberry, LA",2016/12/20,1467180.70999999996,8,Entergy,-93.345582899999997,30.004705600000001,2910.202214561456458
2555,"Cameron LNG, LLC","301 North Main St., Hackberry, LA",2014/02/25,9969322.60999999940,8,Entergy,-93.345582899999997,30.004705600000001,2910.202214561456458
2556,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2012/12/11,489550.50000000000,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
2559,Nalco Company,"3628 Hwy 44, Garyville, LA",2013/10/22,7003083.87999999989,1554,St John Fleeting,-90.613245000000006,30.037248000000002,4932.719561299211819
2560,Nalco Company,"3628 Hwy 44, Garyville, LA",2013/02/26,363111.26000000001,1554,St John Fleeting,-90.613245000000006,30.037248000000002,4932.719561299211819
2566,Honeywell International,"2966 Lupine, Baton Rouge, LA",2012/12/11,907645.98999999999,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2567,Honeywell International,"2966 Lupine, Baton Rouge, LA",2013/08/27,269163.02000000002,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2568,Auto-Chlor Services LLC - Eastland LLC,"500 Dakin Street, Jefferson, LA",2012/12/11,224685.32000000001,789,Sewerage and Water Board of New Orleans,-90.131024999999994,29.959208329999999,1505.563025396938201
2571,Cameron International Corporation,"3007 Highway 182, Berwick, LA",2013/02/26,455401.56000000000,2275,Gregory Rochel,-91.254527780000004,29.717999830000000,4541.325866934610531
2575,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,84700.64000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2577,Honeywell International,"2966 Lupine, Baton Rouge, LA",2013/12/10,604806.83999999997,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2578,Honeywell International,"2966 Lupine, Baton Rouge, LA",2015/12/08,4968610.05999999959,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,4996.278772470019248
2579,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2013/02/26,2351746.66999999993,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
2580,Louisiana Spirits LLC,"20909 South Frontage Road, Lacassine, LA",2013/04/23,694939.73999999999,2477,BNSF Railway Company,-92.946700000000007,30.237100000000002,4730.410460100365526
2581,Louisiana Spirits LLC,"20909 South Frontage Road, Lacassine, LA",2015/06/23,821350.69999999995,2477,BNSF Railway Company,-92.946700000000007,30.237100000000002,4730.410460100365526
2582,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2014/02/25,2160367.58999999985,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
2583,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2013/02/26,986868.79000000004,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
2584,"Mr. Mudbug, Inc.","131 23rd Street, Kenner, LA",2014/12/09,108054.61000000000,1306,New Orleans Aviation Board,-90.277199999999993,29.998799999999999,2143.075941854418943
2585,"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.","3500 Bayou D'Inde Road, Sulphur, LA",2013/04/23,246250.01000000001,1542,Scott Moffett,-93.317899999999995,30.221399999999999,3429.461747038635167
2586,"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.","3500 Bayou D'Inde Road, Sulphur, LA",2013/10/22,512311.13000000000,1542,Scott Moffett,-93.317899999999995,30.221399999999999,3429.461747038635167
2588,Houston Plating & Coatings,"6325 Cameron St., Scott, LA",2013/12/10,2046800.95999999996,456,Lafayette Consolidated Government,-92.112825000000001,30.232402780000001,2731.997208791602134
2593,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014/04/29,630536.06000000006,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
2594,"Gulf Island Marine Fabricators, LLC","301 Bayou Dularge Road, Houma, LA",2013/04/23,80564.80000000000,557,Terrebonne Parish Consolidated Government,-90.719116670000005,29.555866670000000,4404.823857757383848
2595,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012/02/28,36181.02000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2596,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,36181.02000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2597,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012/02/28,64999.31000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2598,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,64999.31000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2599,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012/02/28,256031.91000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2600,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,256031.91000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2601,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012/02/28,93455.89999999999,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2602,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,93455.89999999999,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
2603,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2013/04/23,97497.72000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
2604,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2014/02/25,175326.59000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
2605,Bollinger Shipyards Lockport LLC,"8365 Hwy. 308 South, Lockport, LA",2013/10/22,142019.31000000000,829,"Bollinger Shipyards Lockport, LLC",-90.492000000000004,29.613980560000002,203.152333306556159
2606,Bollinger Quick Repair LLC,"615 Destrehan Avenue, Harvey, LA",2013/10/22,65824.85000000001,1168,"John W. Stone Oil Distributor, L.L.C. c/o EDG, Inc.",-90.087183999999993,29.910840000000000,4023.718637425661655
2607,"Bollinger Morgan City, LLC","806 Bollinger Lane, Amelia, LA",2013/10/22,67500.80000000000,282,"Bollinger Morgan City, L.L.C.",-91.106783329999999,29.646338889999999,1805.224086102721685
2608,"Bollinger Marine Fabricators, LLC","816 Bollinger Lane, Amelia, LA",2013/10/22,8042.70000000000,282,"Bollinger Morgan City, L.L.C.",-91.106783329999999,29.646338889999999,1701.051797291227331
2611,"Intralox, LLC","201-221 Laitram Lane, Harahan, LA",2013/06/25,1187679.97999999998,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4756.339181347678277
2615,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014/08/26,280190.82000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
2616,BASF Corporation,"8404 River Road, Geismar, LA",2015/06/23,24065483.05000000075,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2617,"Bayou Wasco Insulation, LLC","4611 Curtis Lane, New Iberia, LA",2015/08/25,1290583.87999999989,907,Port of Iberia,-91.851666670000000,29.947777779999999,2191.166602076292747
2622,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, Montz, LA",2013/04/23,1145108.92999999993,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,540.610662665786208
2623,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2013/04/23,1105451.52000000002,1616,"Cargill, Inc.",-90.143100000000004,29.936699999999998,3545.669347051599289
2626,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2013/04/23,1017996.43999999994,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,4292.057201787418308
