idx,PN,article_id,Date,CommentDeadline,Applicant,Type,Parish,Analyst,Phone,Email,NoticeURL,PlatsURL,CommentsURL,LIVEMAPURL,Notice,Plats,Comments,LIVEMAP,LDEQAI,LatDMS,LongDMS,Latitude,Longitude,WetlandAcres,ImpactGIS,WetlandNotes,ImpactType,OilGas,Description,Source,TenacreQ,fPlatsURL,fLIVEMAPURL,fCommentsURL,Year,,,,,,,,,,,,,,,,
1291,MVN-2014-02714-WII,,4/20/2015,5/10/2015,Dr. Timothy P. Croughan,404,Acadia,JL,(225)342-3099,James.Little@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.25066,-92.37421,10.80,3,,Levees,No,"After-the-fact clear, grade, fill for levee and private property refurbishments",,,,,,2015,,,,,,,,,,,,,,,,
1290,MVN-2014-00284-CG,,4/20/2015,5/10/2015,IMTT Geismar,404,Ascension,SG,(504)862-1545,Sandra.G.Gainey@usace.army.mil,,,,,Public Notice and Drawings,,,,,30   11   12,-91   00   50,30.18666667,-91.01388889,0.00,2,,Transportation Projects,Yes,"Installation of new upstream barge dock, platform, walkway, and other associated structures ",,,,,,2015,,,,,,,,,,,,,,,,
1289,P20150359,,4/20/2015,5/10/2015,"Texas Gas Transmission, LLC",ENF,Terrebonne,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150359,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150359,Notice,Plats,Comments,Livemap,,29   34   3.26,-91   01   34.25,29.56757222,-91.02618056,0.48,5,,Pipelines,Yes,Unauthorized pipeline-repair work,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150359,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150359,2015,,,,,,,,,,,,,,,,
1288,P20150350,,4/17/2015,5/7/2015,Hilcorp Energy Company,CUP,Plaquemines,VA,(225)342-3781,Vickie.Amedee@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150350,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150350,Notice,Plats,Comments,Livemap,,29   19   12.0,-89   30   46.4,29.32,-89.51288889,0.00,2,,Oil and Gas Facilities,Yes,Propwashing to construct canal and slip for placement of drilling rig and associated structures,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150350,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150350,2015,,,,,,,,,,,,,,,,
1287,MVN-2014-02764-MB,,4/17/2015,5/7/2015,"Delta Land Services, LLC",404,St John the Baptist,BB,(504)862-1938,Brian.W.Breaux@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.085994,-90.532747,-352.00,1,restoration,Mitigation Banks,No,Establishment of Belle Pointe Coastal Mitigation Bank via backfilling canals and field ditches to restore hydrology,,,,,,2015,,,,,,,,,,,,,,,,
1286,P20160294,,4/16/2015,5/6/2015,H. Ed Garrett,CUP,Terrebonne,AW,(225)342-0566,Amelia.Wolfe@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20160294,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20160294,Notice,Plats,Comments,Livemap,,29   15   47,-90   39   11,29.26305556,-90.65305556,0.00,2,,Residential Developments,No,Replacement of existing wharf and boathouse to accomodate new bulkhead,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20160294,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20160294,2015,,,,,,,,,,,,,,,,
1285,C20150073,,4/15/2015,5/5/2015,USFWS,CON,Cameron,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20150073,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20150073,Notice,,Comments,Livemap,,,,,,,,,Drainage Projects,No,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20150073,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20150073,2015,,,,,,,,,,,,,,,,
1284,C20150071,,4/15/2015,5/5/2015,Natural Resource Conservation Service,CON,Cameron,JH,(225)342-7591,Jeff.Harris@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20150071,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20150071,Notice,,Comments,Livemap,,,,,,,,,Restoration Projects,No,,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20150071,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20150071,2015,,,,,,,,,,,,,,,,
1283,P20150329,,4/15/2015,5/5/2015,"Boardwalk Petrochemical Pipeline, LLC",CUP,Cameron,JP,(225)342-0884,Jay.Pecot@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150329,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150329,Notice,Plats,Comments,Livemap,,30   02   17,-93   44   1.2,30.03805556,-93.73366667,2.75,2,,Pipelines,Yes,After the fact permit application authorized under Emergency Use Authorization EUA 15- 013 for the repair of two leaks (#6 and #7) and two associated valves (Sabine River East Valve Site and Gum Cove Mainline Valve Site) on the Evangeline 16-inch-diameter ethylene pipeline. ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150329,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150329,2015,,,,,,,,,,,,,,,,
1282,P20150291,,4/15/2015,5/5/2015,"Marvin H. Veuleman, Jr.",CUP,Terrebonne,SG,(225)342-7472,Shimetia.Gardner@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150291,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150291,Notice,Plats,Comments,Livemap,,29   21   04.80,-90   37   36.00,29.35133333,-90.62666667,0.10,2,,Residential Developments,No,"Proposed camp, bulkhead and boathouse along Bayou Petit Caillou. ",,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150291,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150291,2015,,,,,,,,,,,,,,,,
1281,P20150140,,4/15/2015,5/5/2015,Colonial Pipeline Company,CUP,St Bernard,VA,(225)342-3781,Vickie.Amedee@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150140,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150140,Notice,Plats,Comments,Livemap,,29   48   33.85,-89   49   19.74,29.80940278,-89.82215,22.51,3,,Pipelines,Yes,"Proposed anomaly repairs (36) along the existing 20"" Line 7 Pipeline to maintain Colonial Pipeline's system integrity standards and as required by the U.S. Dept. of Transportation. ",,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150140,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150140,2015,,,,,,,,,,,,,,,,
1280,P20150270,,4/15/2015,5/5/2015,Shell Pipeline Company,CUP,St Mary,VA,(225)342-3781,Vickie.Amedee@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150270,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150270,Notice,Plats,Comments,Livemap,,29   40   49,-91   11   56,29.68027778,-91.19888889,1.61,2,,Pipelines,Yes,"Proposed clearing of a 350' x 200' work area and installation of timber mats for equipment and materials staging for future pipeline replacement work on the existing Houston-Houma (HO HO) 22"" pipeline crossings at the Atchafalaya River and Bayou Shaffer. ",,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150270,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150270,2015,,,,,,,,,,,,,,,,
1279,P20150086,,4/15/2015,5/5/2015,Louisiana Department of Transportation and Development,CUP,Iberia,SZ,(225)342-7272,Stephanie.Zumo@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150086,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150086,Notice,Plats,Comments,Livemap,,29   53   36,-91   40   56,29.89333333,-91.68222222,1.35,2,,Transportation Projects,No,Proposed construction of a new roadway connector over the Delahoussaye Canal along with removal of an existing bridge on the US 90 Frontage Road. ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150086,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150086,2015,,,,,,,,,,,,,,,,
1278,P20150213,,4/14/2015,5/4/2015,Lafourche Parish Government,CUP,Lafourche,HP,(225)342-7003,Heather.Padgett@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150213,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150213,Notice,Plats,Comments,Livemap,,29   10   25.51,-90   08   18.04,29.17375278,-90.13834444,0.58,2,,Restoration Projects,No,Proposed installation of 30 BioHaven® Floating Breakwaters for the purpose of growing marsh for shoreline protection ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150213,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150213,2015,,,,,,,,,,,,,,,,
1277,P20150158,,4/14/2015,5/4/2015,Coastal Protection and Restoration Authority,CUP,Cameron,CW,(225)342-1793,Cornelius.Williams@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150158,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150158,Notice,Plats,Comments,Livemap,,29   46   38.00,-93   24   14.00,29.77722222,-93.40388889,-605.00,0,restoration,Restoration Projects,No,"Proposed construction of ±605 acres of saline marsh and ±17,550 linear feet of earthen terraces for the CPRA Project ",,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150158,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150158,2015,,,,,,,,,,,,,,,,
1276,MVN-2004-03194-CQ,,4/13/2015,5/3/2015,Lonesome Development,404,Livingston,KB,(504)862-1217,Kenneth.G.Blanke@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.47833,-90.932453,5.10,2,40.9 AVOIDED,Residential Developments,No,Construction of 127 lots to expand existing subdivision,,,,,,2015,,,,,,,,,,,,,,,,
1275,MVN-2015-00498-CD,,4/13/2015,5/3/2015,Terry J. Serigny,404,Lafourche,JO,(504)862-1577,Jeremy.R.Overstreet@usace.army.mil,,,,,Public Notice and Drawings,,,,,29   16   41.43,-90   13   39.27,29.278175,-90.227575,0.00,2,,Residential Developments,No,Installation of bulkhead for erosion control and private recreational use,,,,,,2015,,,,,,,,,,,,,,,,
1274,MVN-2014-00665-WPP,,4/13/2015,5/3/2015,Harold Rhodes,404,Calcasieu,JD,(504)862-2548,Johnny.J.Duplantis@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.225344,-93.339307,6.15,2,,Residential Developments,No,Clear and grade to construct 33-lot single-family subdivision,,,,,,2015,,,,,,,,,,,,,,,,
1273,P20150238,,4/13/2015,5/3/2015,Randy Tisdale,ENF,Assumption,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150238,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150238,Notice,Plats,Comments,Livemap,,29   51   42,-91   11   54,29.86166667,-91.19833333,0.18,2,,Residential Developments,No,Unlawful clear and fill to construct building and driveway,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150238,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150238,2015,,,,,,,,,,,,,,,,
1272,P20150340,,4/13/2015,5/3/2015,Shell Pipeline Company,ENF,Terrebonne,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150340,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150340,Notice,Plats,Comments,Livemap,,29   38   51.28,-90   42   33.32,29.64757778,-90.70925556,0.37,2,,Pipelines,Yes,After-the-fact penalty for unauthorized anomaly repairs of existing pipeline,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150340,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150340,2015,,,,,,,,,,,,,,,,
1271,P20150354,,4/13/2015,5/3/2015,Lawrence Guillot,ENF,Ascension,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150354,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150354,Notice,Plats,Comments,Livemap,,30   15   18.41,-90   47   2.98,30.25511389,-90.78416111,0.06,2,,Residential Developments,No,Unlawful clearing of cypress to create vegetable garden,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150354,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150354,2015,,,,,,,,,,,,,,,,
1270,P20150166,,4/13/2015,5/3/2015,Barry Bastin,ENF,Ascension,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150166,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150166,Notice,Plats,Comments,Livemap,,30   15   19.17,-90   47   4.2,30.255325,-90.7845,0.11,2,,Residential Developments,No,Unauthorized clearing and subsequent construction of concrete pad for shed and driveway,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150166,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150166,2015,,,,,,,,,,,,,,,,
1269,P20070229,,4/13/2015,5/3/2015,Krewe of Rasberry,ENF ,Jefferson,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20070229,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20070229,Notice,Plats,Comments,Livemap,,29   13   10,-91   01   24,29.21944444,-91.02333333,0.04,2,,Transportation Projects,No,Unauthorized access-road construction,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20070229,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20070229,2015,,,,,,,,,,,,,,,,
1268,P20141611,,4/13/2015,5/3/2015,Shoreline Southeast LLC,CUP,Lafourche,OJ,(225)342-7358,Ontario.James@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20141611,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20141611,Notice,Plats,Comments,Livemap,,29   14   15 ,-90   11   52,29.2375,-90.19777778,3.38,2,,Oil and Gas Facilities,Yes,Proposed bucket dredge and structures for Drilling the Trixy Prospect ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20141611,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20141611,2015,,,,,,,,,,,,,,,,
1267,P20150002,,4/10/2015,4/30/2015,Iberia Parish Government,CUP,Iberia,OJ,(225)342-7358,Ontario.James@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150002,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150002,Notice,Plats,Comments,Livemap,,29   56   40.79,-91   56   32.01,29.94466389,-91.942225,0.29,2,,Transportation Projects,No,Replacing an existing railroad road bridge over Jefferson Canal ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150002,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150002,2015,,,,,,,,,,,,,,,,
1266,P20150308,,4/10/2015,4/30/2015,"HAROLD BARRAS, JR.",CUP,St Mary,VA,(225)342-3781,Vickie.Amedee@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150308,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150308,Notice,Plats,Comments,Livemap,,29   43   17,-91   51   37,29.72138889,-91.86027778,0.12,2,,Residential Developments,No,Proposed construction of a boat slip parallel and perpendicular to an existing canal ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150308,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150308,2015,,,,,,,,,,,,,,,,
1265,P20150317,,4/10/2015,4/30/2015,T&D Towing LLC.,CUP,St Mary,JP,(225)342-0884,Jay.Pecot@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150317,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150317,Notice,Plats,Comments,Livemap,,29   41   7.8,-91   9   9.720,29.6855,-91.1502,0.40,2,,Residential Developments,No,Proposed removal of existing deteriorated bulkhead/decking and replacement with approximately 130' of new sheet pile bulkhead with tie-backs and backfill ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150317,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150317,2015,,,,,,,,,,,,,,,,
1264,P20150208,,4/10/2015,4/30/2015,"Enterprise Products Operating LLC on behalf of Sorrento Pipeline Company, LLC",CUP,Assumption,OJ,(225)342-7358,Ontario.James@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150208,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150208,Notice,Plats,Comments,Livemap,,31   01   11.04,-91   07   58.00,31.01973333,-91.13277778,1.00,2,,Drainage Projects,No,"Proposed Grand Bayou Junction Y-Grade Pump Station Project includes the installation of a new pump station, power equipment center, and associated infrastructure. ",,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150208,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150208,2015,,,,,,,,,,,,,,,,
1263,P20150093,,4/8/2015,4/28/2015,Vinton Harbor and Terminal District,CUP,Calcasieu,HP,(225)342-7003,Heather.Padgett@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150093,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150093,Notice,Plats,Comments,Livemap,,30   09   07.37,-93   34   4.29,30.15204722,-93.56785833,0.37,2,,Ports,No,Proposed hydraulic and bucket dredging to maintain Vinton Navigation Channel ,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150093,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150093,2015,,,,,,,,,,,,,,,,
1262,MVN-2010-2326-EOO,,4/6/2015,4/26/2015,St Charles Parish – Department of Public Work,404,St Charles,BL,(504)862-2225,Brad.LaBorde@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,29.889994,-90.388331,60.30,4,"initially, 50",Levees,No,Modification of previously authorized levee construction project to account for changes in 100-year storm requirements,,,,,,2015,,,,,,,,,,,,,,,,
1261,MVN-2015-0591-EPP,,4/6/2015,4/26/2015,"Crimson Gulf, LLC",404,Plaquemines,SC,(504)862-1564,Stephanie.L.Castaing@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,29.31049,-89.34919,,5,not provided,Pipelines,Yes,Lowering of existing Crimson Gulf pipeline at 50 different locations to prevent navigation hazard; excavation and wheelwashing required,,,,,,2015,,,,,,,,,,,,,,,,
1260,MVN-2006-2971-EPP ,,4/6/2015,4/26/2015,Rick Murphy,404,St Tammany,SC,(504)862-1564,Stephanie.L.Castaing@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.50797,-90.20092,19.90,3,already compensated,Commercial Developments,No,"Time extension to clear, grade, excavate, and fill residential/commercial subdivision and associated structures",,,,,,2015,,,,,,,,,,,,,,,,
1259,MVN-2014-2343-WJJ,,4/6/2015,4/26/2015,Brown-Taylor Development ,404,Calcasieu ,BQ,(504)862-2224,Bobby.D.Quebedeaux@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.266075,-93.26375,8.56,2,,Residential Developments,No,"Clear, excavate, and grade to construct a residential and commercial devleopment",,,,,,2015,,,,,,,,,,,,,,,,
1258,MVN-2015-0405-CU,,4/6/2015,4/26/2015,Parkview Land Company,404,St James,DT,(504)862-1588,Doris.Terrell@usace.army.mil,,,,,Public Notice and Drawings,,,,,,,30.063139,-90.849238,0.26,2,,Ports,No,"Install and maintain a reinforced concrete dock, access bridge, breasting dolphins and mooring dolphins for loading and unloading cargo",,,,,,2015,,,,,,,,,,,,,,,,
1257,P20150299,,4/3/2015,4/23/2015,Louisiana Delta Farms Partnership,ENF,Lafourche,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150299,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150299,Notice,Plats,Comments,Livemap,,29   36   6.05,-90   21   37.93,29.60168056,-90.36053611,0.00,5,,Pipelines,Yes,After-the-fact authorization for flowline removal,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150299,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150299,2015,,,,,,,,,,,,,,,,
1256,P20150225,,4/3/2015,4/23/2015,St. Charles Parish DPW,ENF,St Charles,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150225,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150225,Notice,Plats,Comments,Livemap,,29   50   05,-90   28   33,29.83472222,-90.47583333,0.06,2,,Drainage Projects,No,Unauthorized excavation and debris removal around Cousins Pump Station,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150225,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150225,2015,,,,,,,,,,,,,,,,
1255,P20150226,,4/3/2015,4/23/2015,St. Charles Parish DPW,ENF,St Charles,HE,(225)342-4602,Heather.Evans@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150226,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150226,Notice,Plats,Comments,Livemap,,29   50   05,-90   28   33,29.83472222,-90.47583333,0.00,2,,Transportation Projects,No,After-the-fact permit for dredging of Des Allemands Levee Canal,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150226,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150226,2015,,,,,,,,,,,,,,,,
1254,P20150211,,4/3/2015,4/23/2015,Elena Moser,CUP,Livingston,CD,(225)342-6859,Crystal.Dunn@la.gov,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150211,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150211,Notice,Plats,Comments,Livemap,,30   16   54.63,-90   44   7.515,30.28184167,-90.73542083,0.01,2,,Residential Developments,No,Proposed installation of a 120' long bulkhead in order to protect and reclaim eroded land,,,,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150211,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150211,2015,,,,,,,,,,,,,,,,
